2026-02-20 02:30:00 | INFO     | services.mas_orchestrator:__init__:501 | ============================================================
2026-02-20 02:30:00 | INFO     | services.mas_orchestrator:__init__:502 | Initializing Multi-Agent System Orchestrator
2026-02-20 02:30:00 | INFO     | services.mas_orchestrator:__init__:503 | ============================================================
2026-02-20 02:30:00 | INFO     | services.mas_orchestrator:_init_agents:514 | Initializing CAMEL-AI agents...
2026-02-20 02:30:01 | INFO     | services.mas_orchestrator:_init_agents:574 | All 5 agents initialized successfully
2026-02-20 02:30:01 | INFO     | services.mas_orchestrator:__init__:510 | MAS Orchestrator initialized successfully
2026-02-20 02:30:01 | INFO     | services.mas_orchestrator:run_diagnosis:591 | ============================================================
2026-02-20 02:30:01 | INFO     | services.mas_orchestrator:run_diagnosis:592 | Starting MAS Diagnosis for Case: MAS-DEMO-001
2026-02-20 02:30:01 | INFO     | services.mas_orchestrator:run_diagnosis:593 | ============================================================
2026-02-20 02:30:01 | INFO     | services.mas_orchestrator:_run_clinical_history_agent:638 | [Agent: ClinicalHistoryAgent] Parsing clinical history...
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:_run_clinical_history_agent:659 | [ClinicalHistoryAgent] Parsed Output:
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:_run_clinical_history_agent:660 |   Chief Complaint: Persistent productive cough for 3 weeks.
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:_run_clinical_history_agent:661 |   Comorbidities: ['Hypertension', 'Type 2 Diabetes Mellitus']
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:_run_clinical_history_agent:662 |   Risk Factors: ['Former smoker']
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:715 | [Agent: VisionAnalysisAgent] Running MedSAM-2 pipeline...
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:run_medsam_pipeline:230 | Running MedSAM-2 pipeline on: ./test_chest_xray.png
2026-02-20 02:30:04 | INFO     | services.mas_orchestrator:_ensure_provider:205 | Initializing MedSAM-2 Vision Provider
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:run_medsam_pipeline:265 | Geometric Metrics Extracted: pixel_area=139478, circularity=0.013, confidence=47.4%
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:725 | [VisionAnalysisAgent] Geometric Metrics:
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:726 |   Pixel Area: 139,478
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:727 |   Circularity: 0.0128
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:728 |   Eccentricity: 0.8100
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:729 |   Solidity: 0.5137
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:730 |   Components: 432
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:731 |   Confidence: 47.4%
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_vision_analysis_agent:734 |   Additional Metrics: {'bbox_width_px': 831, 'bbox_height_px': 620, 'perimeter_px': 11700.95, 'equivalent_diameter_px': 404.31, 'major_axis_px': 749.4, 'minor_axis_px': 439.44, 'aspect_ratio': 1.705}
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:unload:275 | MedSAM-2 model unloaded
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_run_kg_agent:771 | [Agent: KGAgent] Querying knowledge graph...
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_ensure_retriever:288 | Initializing Neo4j Knowledge Retriever
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:_ensure_retriever:292 | Neo4j connection established
2026-02-20 02:30:20 | INFO     | services.mas_orchestrator:query_medical_knowledge:321 | Querying knowledge graph: 'Persistent productive cough for 3 weeks. Hypertension Type 2 Diabetes Mellitus Former smoker...'
2026-02-20 02:30:21 | INFO     | services.mas_orchestrator:query_medical_knowledge:332 | Knowledge Context Retrieved: 2 sources
2026-02-20 02:30:33 | INFO     | services.mas_orchestrator:_run_kg_agent:797 | [KGAgent] Knowledge Context Retrieved:
2026-02-20 02:30:33 | INFO     | services.mas_orchestrator:_run_kg_agent:798 |   Guidelines Length: 1363 chars
2026-02-20 02:30:33 | INFO     | services.mas_orchestrator:_run_kg_agent:799 |   Sources: ['Neo4j Medical KG', 'AAO Guidelines']
2026-02-20 02:30:33 | INFO     | services.mas_orchestrator:_run_radiologist_agent:810 | [Agent: RadiologistAgent] Drafting preliminary report...
2026-02-20 02:30:36 | INFO     | services.mas_orchestrator:_run_radiologist_agent:836 | [RadiologistAgent] Preliminary Report Generated
2026-02-20 02:30:36 | INFO     | services.mas_orchestrator:_run_consensus_loop:854 | ========================================
2026-02-20 02:30:36 | INFO     | services.mas_orchestrator:_run_consensus_loop:855 | Starting Radiologist-Specialist Discussion Loop
2026-02-20 02:30:36 | INFO     | services.mas_orchestrator:_run_consensus_loop:856 | Maximum Iterations: 3
2026-02-20 02:30:36 | INFO     | services.mas_orchestrator:_run_consensus_loop:857 | ========================================
2026-02-20 02:30:36 | INFO     | services.mas_orchestrator:_run_consensus_loop:867 | [Discussion Iteration 1/3]
2026-02-20 02:30:39 | INFO     | services.mas_orchestrator:_run_consensus_loop:894 | [SpecialistAgent] Response (Iteration 1):
2026-02-20 02:30:43 | INFO     | services.mas_orchestrator:_run_consensus_loop:929 | [RadiologistAgent] Revised Report (Iteration 1)
